Audio_Song,Lyric_Song,Quadrant,Artist,Title,Genres
MT0030006612,MT0030006612,Q4,Michael Franti,I Wish That I Could Be You,"R&B,Rap,Reggae"
MT0030007733,MT0030007733,Q4,Peter Tosh,Creation,Reggae
MT0030074137,MT0030074137,Q3,Eels,I'm Going to Stop Pretending That I Didn't Break Your Heart,Pop/Rock
MT0030097307,MT0030097307,Q3,Billy Bragg,Train Train,"Folk,Pop/Rock"
MT0030097602,MT0030097602,Q4,Donovan,Sand and Foam,"Folk,Pop/Rock"
MT0030160582,MT0030160582,Q2,The Last Poets,This Is Madness,"Comedy/Spoken,Rap"
MT0030177407,MT0030177407,Q2,Crux,Suspicion,Pop/Rock
MT0030184605,MT0030184605,Q2,The Cure,Give Me It,Pop/Rock
MT0030203700,MT0030203700,Q3,Don Cox,All over Town,Country
MT0030203729,MT0030203729,Q2,Sloppy Seconds,So Fucked Up,Pop/Rock
MT0030211400,MT0030211400,Q2,Adam West,Shield Your Eyes,Pop/Rock
MT0030212531,MT0030212531,Q4,Joan Baez,Long Black Veil,"Folk,Pop/Rock"
MT0030214520,MT0030214520,Q2,Gorilla Biscuits,Forgotten,Pop/Rock
MT0030233759,MT0030233759,Q2,Adam West,Juggernaut,Pop/Rock
MT0030247926,MT0030247926,Q3,Big Bill Broonzy,Prison Blues Come Down on Me,Blues
MT0030248025,MT0030248025,Q1,Liza Minnelli,Cabaret,"Stage & Screen,Vocal"
MT0030289937,MT0030289937,Q3,Louis Armstrong,Billie's Blues,"Jazz,Vocal"
MT0030291182,MT0030291182,Q1,Phish,Split Open and Melt,"Jazz,Pop/Rock"
MT0030319227,MT0030319227,Q4,Wayne Newton,Danke Schoen,"Pop/Rock,Vocal"
MT0030324011,MT0030324011,Q2,Marilyn Manson,Dope Hat,Pop/Rock
MT0030327630,MT0030327630,Q2,Pop Will Eat Itself,Their Law,Electronic
MT0030349080,MT0030349080,Q1,Bobby Womack,Lookin' for a Love,R&B
MT0030362174,MT0030362174,Q4,Lee Greenwood,Someone,"Country,Pop/Rock"
MT0030362299,MT0030362299,Q1,Frank Sinatra,Lover,"Jazz,Vocal"
MT0030369896,MT0030369896,Q4,Nick Drake,The Thoughts of Mary Jane,"Children's,Folk,Pop/Rock"
MT0030407300,MT0030407300,Q1,Prince,Sexy Dancer,"Electronic,Pop/Rock,R&B"
MT0030438262,MT0030438262,Q4,The Pogues,London You're a Lady,"International,Pop/Rock"
MT0030481692,MT0030481692,Q4,Jimmy Reed,"Baby, What You Want Me to Do",Blues
MT0030484925,MT0030484925,Q1,Van Morrison,I've Been Working,"Blues,R&B"
MT0030487841,MT0030487841,Q1,Elton John,Midnight Creeper,"Electronic,Pop/Rock,R&B"
MT0030489320,MT0030489320,Q2,Company Flow,Legends,Rap
MT0030499533,MT0030499533,Q4,Tyrese,Lately,R&B
MT0030504803,MT0030504803,Q3,Placebo,Burger Queen,Pop/Rock
MT0030646708,MT0030646708,Q4,The Monkees,What Am I Doing Hangin' 'Round,"Pop/Rock,Stage & Screen"
MT0030968017,MT0030968017,Q3,Little Willie John,You Hurt Me,"Blues,R&B"
MT0031024722,MT0031024722,Q4,Joan Baez,Pretty Boy Floyd,"Folk,Pop/Rock"
MT0031049140,MT0031049140,Q3,ABC,If I Ever Thought You'd Be Lonely,Pop/Rock
MT0031375281,MT0031375281,Q4,The Louvin Brothers,Born Again,"Country,Religious"
MT0031548988,MT0031548988,Q1,Hank Ballard & the Midnighters,Finger Poppin' Time,"Pop/Rock,R&B"
MT0031555265,MT0031555265,Q2,Hilltop Hoods,City of Light Restrung,Rap
MT0031574394,MT0031574394,Q1,Live,All Over You,Pop/Rock
MT0031618741,MT0031618741,Q4,Casting Crowns,Does Anybody Hear Her,Religious
MT0031626819,MT0031626819,Q4,The Everly Brothers,Walk Right Back,"Country,Pop/Rock"
MT0031661393,MT0031661393,Q2,Lloyd Banks,Gilmore's,Rap
MT0031664726,MT0031664726,Q1,Christina Milian,Say I,"Pop/Rock,R&B"
MT0031693432,MT0031693432,Q3,Ida Cox,Death Letter Blues,"Blues,Jazz"
MT0031726825,MT0031726825,Q2,Adam West,Vanilla,Pop/Rock
MT0031733848,MT0031733848,Q4,Teddy Wilson,You Go to My Head,"Blues,Jazz,Vocal"
MT0031826295,MT0031826295,Q4,Travis Tritt,Help Me Hold On,Country
MT0031826774,MT0031826774,Q4,Rosemary Clooney,God Rest Ye Merry Gentlemen,"Holiday,Vocal"
MT0031834881,MT0031834881,Q1,Bob Dylan,Summer Days,Pop/Rock
MT0031841471,MT0031841471,Q3,Jim Reeves,That's When I See the Blue (In Your Pretty Brown Eyes),Country
MT0031861483,MT0031861483,Q2,The Stranglers,(Get A) Grip (On Yourself) '89,Pop/Rock
MT0031875986,MT0031875986,Q2,Samael,A Man in Your Head,Pop/Rock
MT0031893087,MT0031893087,Q4,Lenny Kravitz,Let Love Rule,Pop/Rock
MT0031903528,MT0031903528,Q3,Bo Diddley,Somewhere,"Blues,Pop/Rock,R&B"
MT0031912859,MT0031912859,Q4,Sergio Mendes,The Fool on the Hill,"Easy Listening,International,Latin,Pop/Rock"
MT0031917087,MT0031917087,Q1,Rick Nelson,Ain't Nothin' But Love,Pop/Rock
MT0031924755,MT0031924755,Q2,MC Ren,Kizz My Black Azz,Rap
MT0031925901,MT0031925901,Q2,Crass,Don't Get Caught,Pop/Rock
MT0031939057,MT0031939057,Q4,Alan Jackson,If You Don't Want to See Santa Claus Cry,"Country,Holiday,International,Pop/Rock,Religious"
MT0031979912,MT0031979912,Q1,Nick Lowe,When I Write the Book,Pop/Rock
MT0031996487,MT0031996487,Q4,Dennis Brown,Blood Sun,Reggae
MT0031996897,MT0031996897,Q1,Rose Tattoo,Rock 'N' Roll Outlaw,"Electronic,Pop/Rock"
MT0032001427,MT0032001427,Q4,James Taylor,Another Day,"Folk,Pop/Rock"
MT0032048707,MT0032048707,Q4,The Kinks,Waterloo Sunset,Pop/Rock
MT0032050779,MT0032050779,Q2,Megadeth,Wake Up Dead,Pop/Rock
MT0032060949,MT0032060949,Q4,Charlie Rich,Rollin' With the Flow,"Country,R&B"
MT0032061091,MT0032061091,Q1,Rick Nelson,One of These Mornings,Pop/Rock
MT0032093528,MT0032093528,Q4,Ella Fitzgerald,East of the Sun,"Jazz,Vocal"
MT0032157716,MT0032157716,Q2,Geto Boys,Trigga Happy Nigga,Rap
MT0032235381,MT0032235381,Q1,Barry Manilow,Bandstand Boogie,Pop/Rock
MT0032332758,MT0032332758,Q1,Monrose,Push Up on Me,Pop/Rock
MT0032405359,MT0032405359,Q4,John Tesh,Concetta,"Holiday,New Age"
MT0032628164,MT0032628164,Q4,Sufjan Stevens,We Three Kings,"Folk,Pop/Rock"
MT0032643023,MT0032643023,Q3,Iggy & the Stooges,I'm Bored,Pop/Rock
MT0032651589,MT0032651589,Q2,Black Child,Last of the Mohicans,Rap
MT0032665811,MT0032665811,Q2,Nuclear Assault,Critical Mass,Pop/Rock
MT0032673223,MT0032673223,Q1,Van Morrison,I Got a Woman,"Blues,Pop/Rock"
MT0032682675,MT0032682675,Q4,John Lennon,You Are Here,Pop/Rock
MT0032701682,MT0032701682,Q1,Madonna,Burning Up,"Electronic,Pop/Rock"
MT0032723940,MT0032723940,Q4,Lionel Richie,Still,R&B
MT0032757175,MT0032757175,Q3,Linda Ronstadt,Maybe I'm Right,"Country,Pop/Rock"
MT0032768117,MT0032768117,Q4,Gregory Isaacs,Loving Pauper,Reggae
MT0032768122,MT0032768122,Q1,King Pleasure,Twisted,Jazz
MT0032778604,MT0032778604,Q4,Horace Andy,You Are My Angel,Reggae
MT0032782452,MT0032782452,Q1,A Tribe Called Quest,Da Booty,Rap
MT0032892262,MT0032892262,Q1,Rihanna,Let Me,"Pop/Rock,R&B,Reggae"
MT0032957418,MT0032957418,Q2,C-Rayz Walz,Still Grimey,Rap
MT0033061162,MT0033061162,Q4,The Kinks,Animal Farm [Mono Version],Pop/Rock
MT0033097471,MT0033097471,Q2,DMZ,It's Murda,Rap
MT0033155511,MT0033155511,Q2,Revolting Cocks,Dirt,"Electronic,Pop/Rock"
MT0033159895,MT0033159895,Q3,Bobby Bare,What Am I Gonna Do,Country
MT0033218453,MT0033218453,Q4,The Corrs,Dimming of the Day,Folk
MT0033226848,MT0033226848,Q3,Sneaker Pimps,Empathy,Electronic
MT0033252621,MT0033252621,Q2,Paris,Scarface Groove,Rap
MT0033258989,MT0033258989,Q4,Chris Brown,Young Love,R&B
MT0033262254,MT0033262254,Q4,Albert King,Don't Throw Your Love on Me So Strong,Blues
MT0033262547,MT0033262547,Q4,John Denver,"Take Me Home, Country Roads","Country,Pop/Rock"
MT0033287096,MT0033287096,Q2,Proletariat,Allegiance,Pop/Rock
MT0033319941,MT0033319941,Q3,Hem,Receiver,"Folk,Pop/Rock"
MT0033345959,MT0033345959,Q3,Les Brown,While the Music Plays On,"Jazz,Vocal"
MT0033376569,MT0033376569,Q4,Matisyahu,Unique Is My Dove,"International,Reggae"
MT0033381821,MT0033381821,Q1,Jan & Dean,Drag City,Pop/Rock
MT0033391277,MT0033391277,Q4,Simon & Garfunkel,April Come She Will,"Folk,Folk-Pop,Singer/Songwriter,Psychedelic/Garage,Pop/Rock,Folk-Rock"
MT0033397942,MT0033397942,Q4,Floyd Cramer,Last Date,"Country,Easy Listening"
MT0033410438,MT0033410438,Q4,Peggy Lee,You Brought a New Kind of Love to Me,"Jazz,Vocal"
MT0033430737,MT0033430737,Q1,Masters of Reality,She Got Me (When She Got Her Dress On),Pop/Rock
MT0033459750,MT0033459750,Q4,Donovan,Epistle to Derroll,"Folk,Pop/Rock"
MT0033470806,MT0033470806,Q2,Mobb Deep,More Trife Life,Rap
MT0033473090,MT0033473090,Q4,Duke Ellington,Sunny,"Easy Listening,Jazz,Pop/Rock,Vocal"
MT0033493473,MT0033493473,Q4,The Temptations,Silent Night,"Holiday,R&B"
MT0033512773,MT0033512773,Q1,Huey Lewis & the News,Do You Believe in Love,Pop/Rock
MT0033717316,MT0033717316,Q1,Ace Hood,Mine,Rap
MT0033733581,MT0033733581,Q4,Sinï¿½ad O'Connor,Door Peep,"Pop/Rock,Reggae"
MT0033818006,MT0033818006,Q4,Katie Melua,Mary Pickford,"Jazz,Pop/Rock,Vocal"
MT0033841575,MT0033841575,Q1,Enrique Iglesias,"Break Me, Shake Me","Electronic,Pop/Rock"
MT0033958450,MT0033958450,Q1,The Beach Boys,Little Saint Nick's Drive In,"Holiday,Pop/Rock"
MT0033974184,MT0033974184,Q2,Hilltop Hoods,The Hard Road Restrung,Rap
MT0033987987,MT0033987987,Q4,Biz Markie,Young Girl Bluez,Rap
MT0033993440,MT0033993440,Q4,Garnett Silk,Zion in a Vision,Reggae
MT0034013916,MT0034013916,Q2,Frankenstein Drag Queens from the Planet 13,Kung Fu You,Pop/Rock
MT0034064577,MT0034064577,Q1,Danity Kane,Heartbreaker,"Pop/Rock,R&B"
MT0034094847,MT0034094847,Q3,David Allan Coe,When She's Got Me (Where She Wants Me),Country
MT0034113973,MT0034113973,Q2,Dead Kennedys,Your Emotions,Pop/Rock
MT0034125967,MT0034125967,Q1,Roger Miller,Lou's Got the Flu,"Comedy/Spoken,Country"
MT0034136847,MT0034136847,Q3,Big Joe Williams,Sloppy Drunk Blues,Blues
MT0034138322,MT0034138322,Q4,Robben Ford,I'm Gonna Move to the Outskirts of Town,"Blues,Jazz"
MT0034191542,MT0034191542,Q4,Toni Braxton,Snowflakes of Love,"Holiday,Pop/Rock,R&B"
MT0034197846,MT0034197846,Q3,Great Vocalists,Billie's Blues,"Jazz,Vocal"
MT0034211183,MT0034211183,Q1,Little Feat,Rocket in My Pocket,"Electronic,Pop/Rock"
MT0034225020,MT0034225020,Q4,Billy Joel,You're My Home,"Easy Listening,Pop/Rock"
MT0034230990,MT0034230990,Q4,Van Morrison,Celtic Ray,"Pop/Rock,R&B"
MT0034403159,MT0034403159,Q2,Simple Minds,Twist/Run/Repulsion,Pop/Rock
MT0034403951,MT0034403951,Q2,Effigies,Strong Box,Pop/Rock
MT0034410340,MT0034410340,Q3,John Lee Hooker,No Rollin' Blues,"Blues,Jazz"
MT0034422157,MT0034422157,Q4,Donovan,Writer in the Sun,"Folk,Pop/Rock"
MT0034426806,MT0034426806,Q2,Obituary,I'm in Pain,Pop/Rock
MT0034429136,MT0034429136,Q4,Saint Etienne,Wood Cabin,"Electronic,Pop/Rock"
MT0034518366,MT0034518366,Q3,Blue Foundation,Enemy,Pop/Rock
MT0034549623,MT0034549623,Q3,Jim Reeves,When Two World Collides,Country
MT0034551604,MT0034551604,Q4,The Louvin Brothers,He Set Me Free,"Country,Religious"
MT0034560618,MT0034560618,Q3,Stonewall Jackson,Life to Go,Country
MT0034563474,MT0034563474,Q1,Paul McCartney,She's a Woman,Pop/Rock
MT0034574251,MT0034574251,Q3,Richard Thompson,God Loves a Drunk,Pop/Rock
MT0034577404,MT0034577404,Q4,Paul Simon,Spirit Voices,"Folk,International,Pop/Rock"
MT0034677542,MT0034677542,Q1,Greg Edwards,Let's Talk About Sex,"R&B,Rap"
MT0034694413,MT0034694413,Q2,Jerry's Kids,New World,Pop/Rock
MT0034706827,MT0034706827,Q4,Oscar Peterson,Prelude to a Kiss,"Jazz,Vocal"
MT0034800740,MT0034800740,Q3,American Music Club,One Step Ahead,Pop/Rock
MT0034852831,MT0034852831,Q1,Jennifer Lopez,Dance with Me,Latin
MT0034988131,MT0034988131,Q1,Junior Walker & the All-Stars,How Sweet It Is (To Be Loved by You),"Pop/Rock,R&B"
MT0034991842,MT0034991842,Q2,Angelic Upstarts,Teenage Warning,Pop/Rock
MT0034992204,MT0034992204,Q4,John Denver,Farewell Andromeda (Welcome to My Morning),"Country,Pop/Rock"
MT0034992958,MT0034992958,Q4,Burning Spear,Slavery Days,Reggae
MT0034996484,MT0034996484,Q2,Crucifucks,You Give Me the Creeps,Pop/Rock
MT0035037927,MT0035037927,Q1,Mariah Carey,A Natural Woman,R&B
MT0035108409,MT0035108409,Q4,Great Lake Swimmers,Your Rocky Spine,"Folk,Pop/Rock"
MT0035119161,MT0035119161,Q4,Elton John,Dixie Lily,Pop/Rock
MT0035241675,MT0035241675,Q2,Crucifucks,I Am the Establishment,Pop/Rock
MT0035285414,MT0035285414,Q2,From Autumn to Ashes,Deth Kult Social Club,Pop/Rock
MT0035316286,MT0035316286,Q3,Porter Wagoner,Brother Harold Dee,Country
MT0035322836,MT0035322836,Q2,Bad Brains,Pay to Cum,Pop/Rock
MT0035332435,MT0035332435,Q1,All Saints,I Know Where It's At,"Pop/Rock,R&B"
MT0035332835,MT0035332835,Q2,Disincarnate,In Sufferance,Pop/Rock
MT0035833639,MT0035833639,Q3,Gretchen Wilson,Love on the Line,Country
MT0035974809,MT0035974809,Q3,Mindy McCready,The Dance,"Country,Pop/Rock"
MT0035974819,MT0035974819,Q3,Mindy McCready,By Her Side [Acoustic Version],"Country,Pop/Rock"
MT0036111757,MT0036111757,Q2,Subhumans,Drugs Of Youth,Pop/Rock
MT0036368550,MT0036368550,Q1,Taio Cruz,Dynamite,Pop/Rock
MT0039250520,MT0039250520,Q2,Public Enemy,Fight the Power [Flavor Flav Meets Spike Lee],Rap
MT0041030749,MT0041030749,Q4,Vince Gill,A Cradle in Bethlehem,Holiday
